debug,256,create,good-local-array,4002
debug,256,create,bad-local-array,2408
debug,256,create,worse-local-array,2046
debug,256,create,sorted-array,11790
debug,256,create,linked-list,3914
debug,256,create,with-order-tree,4769
debug,256,create,without-order-tree,5519
debug,256,inc-less-than,good-local-array,7086
debug,256,inc-less-than,bad-local-array,118946
debug,256,inc-less-than,worse-local-array,232199
debug,256,inc-less-than,sorted-array,2682
debug,256,inc-less-than,with-order-tree,59723
debug,256,inc-less-than,without-order-tree,15144
debug,256,inc-less-than,linked-list,1439
debug,256,find,good-local-array,3074
debug,256,find,bad-local-array,86597
debug,256,find,worse-local-array,171517
debug,256,find,sorted-array,1003
debug,256,find,with-order-tree,602
debug,256,find,without-order-tree,12101
debug,256,find,linked-list,657
debug,1024,create,good-local-array,6054
debug,1024,create,bad-local-array,7545
debug,1024,create,worse-local-array,5391
debug,1024,create,sorted-array,34153
debug,1024,create,linked-list,14289
debug,1024,create,with-order-tree,21267
debug,1024,create,without-order-tree,23012
debug,1024,inc-less-than,good-local-array,26719
debug,1024,inc-less-than,bad-local-array,242490
debug,1024,inc-less-than,worse-local-array,356951
debug,1024,inc-less-than,sorted-array,6209
debug,1024,inc-less-than,with-order-tree,272394
debug,1024,inc-less-than,without-order-tree,45286
debug,1024,inc-less-than,linked-list,4336
debug,1024,find,good-local-array,10812
debug,1024,find,bad-local-array,133579
debug,1024,find,worse-local-array,222085
debug,1024,find,sorted-array,1231
debug,1024,find,with-order-tree,645
debug,1024,find,without-order-tree,37735
debug,1024,find,linked-list,1924
debug,4096,create,good-local-array,20589
debug,4096,create,bad-local-array,18860
debug,4096,create,worse-local-array,18607
debug,4096,create,sorted-array,148338
debug,4096,create,linked-list,54384
debug,4096,create,with-order-tree,96862
debug,4096,create,without-order-tree,104391
debug,4096,inc-less-than,good-local-array,99357
debug,4096,inc-less-than,bad-local-array,1810125
debug,4096,inc-less-than,worse-local-array,2003861
debug,4096,inc-less-than,sorted-array,17862
debug,4096,inc-less-than,with-order-tree,972130
debug,4096,inc-less-than,without-order-tree,164841
debug,4096,inc-less-than,linked-list,13646
debug,4096,find,good-local-array,44866
debug,4096,find,bad-local-array,833869
debug,4096,find,worse-local-array,930163
debug,4096,find,sorted-array,1610
debug,4096,find,with-order-tree,789
debug,4096,find,without-order-tree,143813
debug,4096,find,linked-list,6999
debug,16384,create,good-local-array,65978
debug,16384,create,bad-local-array,65540
debug,16384,create,worse-local-array,69927
debug,16384,create,sorted-array,643229
debug,16384,create,linked-list,217374
debug,16384,create,with-order-tree,430032
debug,16384,create,without-order-tree,492525
debug,16384,inc-less-than,good-local-array,420161
debug,16384,inc-less-than,bad-local-array,28378207
debug,16384,inc-less-than,worse-local-array,13961487
debug,16384,inc-less-than,sorted-array,75196
debug,16384,inc-less-than,with-order-tree,3543142
debug,16384,inc-less-than,without-order-tree,660250
debug,16384,inc-less-than,linked-list,54232
debug,16384,find,good-local-array,189333
debug,16384,find,bad-local-array,10725309
debug,16384,find,worse-local-array,5374978
debug,16384,find,sorted-array,2079
debug,16384,find,with-order-tree,1624
debug,16384,find,without-order-tree,498862
debug,16384,find,linked-list,25219
debug,65536,create,good-local-array,256810
debug,65536,create,bad-local-array,271662
debug,65536,create,worse-local-array,273341
debug,65536,create,sorted-array,3013114
debug,65536,create,linked-list,916370
debug,65536,create,with-order-tree,2055949
debug,65536,create,without-order-tree,2324930
debug,65536,inc-less-than,good-local-array,1593742
debug,65536,inc-less-than,bad-local-array,420323477
debug,65536,inc-less-than,worse-local-array,206933145
debug,65536,inc-less-than,sorted-array,222129
debug,65536,inc-less-than,with-order-tree,14138597
debug,65536,inc-less-than,without-order-tree,2718859
debug,65536,inc-less-than,linked-list,269266
debug,65536,find,good-local-array,730219
debug,65536,find,bad-local-array,171177234
debug,65536,find,worse-local-array,53826039
debug,65536,find,sorted-array,2993
debug,65536,find,with-order-tree,1517
debug,65536,find,without-order-tree,1830145
debug,65536,find,linked-list,99711
debug,262144,create,good-local-array,1022657
debug,262144,create,bad-local-array,1375724
debug,262144,create,worse-local-array,1081441
debug,262144,create,sorted-array,12806255
debug,262144,create,linked-list,3395076
debug,262144,create,with-order-tree,9534048
debug,262144,create,without-order-tree,10497507
debug,262144,inc-less-than,good-local-array,8434814
debug,262144,inc-less-than,bad-local-array,4217960373
debug,262144,inc-less-than,worse-local-array,3373343987
debug,262144,inc-less-than,sorted-array,1792396
debug,262144,inc-less-than,with-order-tree,78239156
debug,262144,inc-less-than,without-order-tree,11690837
debug,262144,inc-less-than,linked-list,959449
debug,262144,find,good-local-array,2702878
debug,262144,find,bad-local-array,1207956454
debug,262144,find,worse-local-array,958301289
debug,262144,find,sorted-array,5402
debug,262144,find,with-order-tree,6025
debug,262144,find,without-order-tree,8798439
debug,262144,find,linked-list,465265
debug,1048576,create,good-local-array,4242862
debug,1048576,create,bad-local-array,4247729
debug,1048576,create,worse-local-array,4241985
debug,1048576,create,sorted-array,55998284
debug,1048576,create,linked-list,13366582
debug,1048576,create,with-order-tree,46239854
debug,1048576,create,without-order-tree,50893514
debug,1048576,inc-less-than,good-local-array,25668234
debug,1048576,inc-less-than,bad-local-array,13431539006
debug,1048576,inc-less-than,worse-local-array,12839422028
debug,1048576,inc-less-than,sorted-array,4028201
debug,1048576,inc-less-than,with-order-tree,238531451
debug,1048576,inc-less-than,without-order-tree,48137209
debug,1048576,inc-less-than,linked-list,3927019
debug,1048576,find,good-local-array,12637154
debug,1048576,find,bad-local-array,5397060093
debug,1048576,find,worse-local-array,4837942854
debug,1048576,find,sorted-array,6661
debug,1048576,find,with-order-tree,10732
debug,1048576,find,without-order-tree,36094079
debug,1048576,find,linked-list,1805275
debug,4194304,create,good-local-array,17045860
debug,4194304,create,bad-local-array,16978955
debug,4194304,create,worse-local-array,17163123
debug,4194304,create,sorted-array,249810064
debug,4194304,create,linked-list,54519321
debug,4194304,create,with-order-tree,259051479
debug,4194304,create,without-order-tree,283756288
debug,4194304,inc-less-than,good-local-array,113574626
debug,4194304,inc-less-than,bad-local-array,60001292869
debug,4194304,inc-less-than,worse-local-array,59250149790
debug,4194304,inc-less-than,sorted-array,20317135
debug,4194304,inc-less-than,with-order-tree,994675965
debug,4194304,inc-less-than,without-order-tree,395841774
debug,4194304,inc-less-than,linked-list,20079947
debug,4194304,find,good-local-array,45006052
debug,4194304,find,bad-local-array,22476521910
debug,4194304,find,worse-local-array,20912358701
debug,4194304,find,sorted-array,8532
debug,4194304,find,with-order-tree,13063
debug,4194304,find,without-order-tree,299692319
debug,4194304,find,linked-list,11583073
release,256,create,good-local-array,614
release,256,create,bad-local-array,504
release,256,create,worse-local-array,373
release,256,create,sorted-array,1354
release,256,create,linked-list,696
release,256,create,with-order-tree,1645
release,256,create,without-order-tree,1741
release,256,inc-less-than,good-local-array,474
release,256,inc-less-than,bad-local-array,14385
release,256,inc-less-than,worse-local-array,17142
release,256,inc-less-than,sorted-array,304
release,256,inc-less-than,with-order-tree,6901
release,256,inc-less-than,without-order-tree,2401
release,256,inc-less-than,linked-list,530
release,256,find,good-local-array,180
release,256,find,bad-local-array,12400
release,256,find,worse-local-array,30499
release,256,find,sorted-array,180
release,256,find,with-order-tree,237
release,256,find,without-order-tree,1756
release,256,find,linked-list,269
release,1024,create,good-local-array,1924
release,1024,create,bad-local-array,675
release,1024,create,worse-local-array,524
release,1024,create,sorted-array,3461
release,1024,create,linked-list,3177
release,1024,create,with-order-tree,7632
release,1024,create,without-order-tree,7950
release,1024,inc-less-than,good-local-array,1324
release,1024,inc-less-than,bad-local-array,25044
release,1024,inc-less-than,worse-local-array,25695
release,1024,inc-less-than,sorted-array,347
release,1024,inc-less-than,with-order-tree,29875
release,1024,inc-less-than,without-order-tree,6327
release,1024,inc-less-than,linked-list,2093
release,1024,find,good-local-array,266
release,1024,find,bad-local-array,13446
release,1024,find,worse-local-array,32432
release,1024,find,sorted-array,225
release,1024,find,with-order-tree,290
release,1024,find,without-order-tree,4218
release,1024,find,linked-list,817
release,4096,create,good-local-array,4765
release,4096,create,bad-local-array,2796
release,4096,create,worse-local-array,3169
release,4096,create,sorted-array,18233
release,4096,create,linked-list,10885
release,4096,create,with-order-tree,35136
release,4096,create,without-order-tree,35948
release,4096,inc-less-than,good-local-array,3710
release,4096,inc-less-than,bad-local-array,78343
release,4096,inc-less-than,worse-local-array,88105
release,4096,inc-less-than,sorted-array,472
release,4096,inc-less-than,with-order-tree,125415
release,4096,inc-less-than,without-order-tree,22433
release,4096,inc-less-than,linked-list,6048
release,4096,find,good-local-array,754
release,4096,find,bad-local-array,25561
release,4096,find,worse-local-array,55961
release,4096,find,sorted-array,296
release,4096,find,with-order-tree,374
release,4096,find,without-order-tree,17596
release,4096,find,linked-list,3118
release,16384,create,good-local-array,4672
release,16384,create,bad-local-array,9310
release,16384,create,worse-local-array,8677
release,16384,create,sorted-array,82024
release,16384,create,linked-list,68020
release,16384,create,with-order-tree,208873
release,16384,create,without-order-tree,217208
release,16384,inc-less-than,good-local-array,17994
release,16384,inc-less-than,bad-local-array,773864
release,16384,inc-less-than,worse-local-array,377455
release,16384,inc-less-than,sorted-array,1062
release,16384,inc-less-than,with-order-tree,490333
release,16384,inc-less-than,without-order-tree,93328
release,16384,inc-less-than,linked-list,25739
release,16384,find,good-local-array,3192
release,16384,find,bad-local-array,154374
release,16384,find,worse-local-array,134323
release,16384,find,sorted-array,328
release,16384,find,with-order-tree,675
release,16384,find,without-order-tree,64827
release,16384,find,linked-list,11267
release,65536,create,good-local-array,14854
release,65536,create,bad-local-array,15001
release,65536,create,worse-local-array,25665
release,65536,create,sorted-array,360810
release,65536,create,linked-list,273237
release,65536,create,with-order-tree,833088
release,65536,create,without-order-tree,954768
release,65536,inc-less-than,good-local-array,95875
release,65536,inc-less-than,bad-local-array,19545309
release,65536,inc-less-than,worse-local-array,8357441
release,65536,inc-less-than,sorted-array,3806
release,65536,inc-less-than,with-order-tree,2104823
release,65536,inc-less-than,without-order-tree,456103
release,65536,inc-less-than,linked-list,151379
release,65536,find,good-local-array,12512
release,65536,find,bad-local-array,3132958
release,65536,find,worse-local-array,1333773
release,65536,find,sorted-array,650
release,65536,find,with-order-tree,1183
release,65536,find,without-order-tree,299034
release,65536,find,linked-list,52877
release,262144,create,good-local-array,47396
release,262144,create,bad-local-array,104340
release,262144,create,worse-local-array,108938
release,262144,create,sorted-array,1446157
release,262144,create,linked-list,636708
release,262144,create,with-order-tree,4626057
release,262144,create,without-order-tree,5796875
release,262144,inc-less-than,good-local-array,248590
release,262144,inc-less-than,bad-local-array,137073176
release,262144,inc-less-than,worse-local-array,113727533
release,262144,inc-less-than,sorted-array,28557
release,262144,inc-less-than,with-order-tree,12337474
release,262144,inc-less-than,without-order-tree,2324714
release,262144,inc-less-than,linked-list,503746
release,262144,find,good-local-array,49685
release,262144,find,bad-local-array,37093360
release,262144,find,worse-local-array,23428122
release,262144,find,sorted-array,1583
release,262144,find,with-order-tree,1321
release,262144,find,without-order-tree,1531851
release,262144,find,linked-list,238643
release,1048576,create,good-local-array,401466
release,1048576,create,bad-local-array,431544
release,1048576,create,worse-local-array,488380
release,1048576,create,sorted-array,6463542
release,1048576,create,linked-list,2522485
release,1048576,create,with-order-tree,28033174
release,1048576,create,without-order-tree,26549750
release,1048576,inc-less-than,good-local-array,1222062
release,1048576,inc-less-than,bad-local-array,766769012
release,1048576,inc-less-than,worse-local-array,719433840
release,1048576,inc-less-than,sorted-array,92338
release,1048576,inc-less-than,with-order-tree,39656873
release,1048576,inc-less-than,without-order-tree,9687022
release,1048576,inc-less-than,linked-list,2284462
release,1048576,find,good-local-array,231079
release,1048576,find,bad-local-array,259573324
release,1048576,find,worse-local-array,270756960
release,1048576,find,sorted-array,3417
release,1048576,find,with-order-tree,10583
release,1048576,find,without-order-tree,7367748
release,1048576,find,linked-list,1318151
release,4194304,create,good-local-array,1783712
release,4194304,create,bad-local-array,1879929
release,4194304,create,worse-local-array,1927106
release,4194304,create,sorted-array,29593952
release,4194304,create,linked-list,10173755
release,4194304,create,with-order-tree,174289498
release,4194304,create,without-order-tree,187159768
release,4194304,inc-less-than,good-local-array,5738883
release,4194304,inc-less-than,bad-local-array,3075026924
release,4194304,inc-less-than,worse-local-array,2968355861
release,4194304,inc-less-than,sorted-array,770023
release,4194304,inc-less-than,with-order-tree,267908748
release,4194304,inc-less-than,without-order-tree,122969698
release,4194304,inc-less-than,linked-list,14604219
release,4194304,find,good-local-array,1213188
release,4194304,find,bad-local-array,1059655332
release,4194304,find,worse-local-array,1144233906
release,4194304,find,sorted-array,2723
release,4194304,find,with-order-tree,12646
release,4194304,find,without-order-tree,78464443
release,4194304,find,linked-list,8938569
